id	일시	자치구	승차총승객수	하차총승객수
303	20200113	강북구	90080.0	87392.0
304	20200113	강서구	272896.0	264307.0
305	20200113	관악구	134036.0	129261.0
306	20200113	광진구	149466.0	148137.0
307	20200113	구로구	236682.0	235602.0
308	20200113	금천구	104878.0	108425.0
309	20200113	노원구	218005.0	213703.0
310	20200113	도봉구	73369.0	72177.0
311	20200113	동대문구	114995.0	113377.0
312	20200113	동작구	238302.0	237459.0
313	20200113	마포구	334995.0	342188.0
314	20200113	서대문구	38908.0	37534.0
315	20200113	서초구	187464.0	188737.0
316	20200113	성동구	169323.0	171196.0
317	20200113	성북구	123988.0	117324.0
318	20200113	송파구	252095.0	250288.0
319	20200113	양천구	86882.0	87832.0
320	20200113	영등포구	327026.0	332724.0
321	20200113	용산구	113345.0	116344.0
322	20200113	은평구	188257.0	181069.0
323	20200113	종로구	295051.0	296379.0
324	20200113	중구	361405.0	366090.0
325	20200113	중랑구	83987.0	82002.0
326	20200114	강남구	704972.0	735503.0
327	20200114	강동구	177397.0	173187.0
328	20200114	강북구	91341.0	88698.0
329	20200114	강서구	275955.0	266823.0
330	20200114	관악구	136494.0	131995.0
331	20200114	광진구	154029.0	152206.0
332	20200114	구로구	238337.0	236856.0
333	20200114	금천구	105012.0	109028.0
334	20200114	노원구	221570.0	217118.0
335	20200114	도봉구	74671.0	73632.0
336	20200114	동대문구	115754.0	114490.0
337	20200114	동작구	242819.0	240564.0
338	20200114	마포구	343883.0	353105.0
339	20200114	서대문구	39795.0	38531.0
340	20200114	서초구	190620.0	192895.0
341	20200114	성동구	174182.0	176766.0
342	20200114	성북구	126474.0	118828.0
343	20200114	송파구	256775.0	253592.0
344	20200114	양천구	88130.0	88492.0
345	20200114	영등포구	331553.0	336709.0
346	20200114	용산구	113627.0	116002.0
347	20200114	은평구	189282.0	182939.0
348	20200114	종로구	303438.0	304757.0
349	20200114	중구	369199.0	375520.0
350	20200114	중랑구	83779.0	81910.0
351	20200115	강남구	707468.0	738336.0
352	20200115	강동구	179084.0	174772.0
353	20200115	강북구	92067.0	89630.0
354	20200115	강서구	278978.0	269018.0
355	20200115	관악구	137657.0	132810.0
356	20200115	광진구	156329.0	155122.0
357	20200115	구로구	241553.0	241242.0
358	20200115	금천구	105246.0	109206.0
359	20200115	노원구	224598.0	220322.0
360	20200115	도봉구	75006.0	74134.0
361	20200115	동대문구	118348.0	116604.0
362	20200115	동작구	245449.0	243398.0
363	20200115	마포구	347963.0	358265.0
364	20200115	서대문구	39825.0	38746.0
365	20200115	서초구	192237.0	194681.0
366	20200115	성동구	176941.0	178785.0
367	20200115	성북구	127231.0	120016.0
368	20200115	송파구	261466.0	258885.0
369	20200115	양천구	88533.0	89658.0
370	20200115	영등포구	333161.0	338787.0
371	20200115	용산구	115661.0	118189.0
372	20200115	은평구	191596.0	184736.0
