id	일시	평균기온	최저기온	최고기온	강수_계속시간	일강수량
475	2021-04-19	12.2	5.8	19.4	0.0	0.0
476	2021-04-20	14.8	8.1	22.0	0.0	0.0
477	2021-04-21	19.1	10.3	28.2	0.0	0.0
478	2021-04-22	20.9	16.1	27.5	0.0	0.0
479	2021-04-23	19.0	17.0	21.7	4.0	0.0
480	2021-04-24	18.3	15.3	22.2	0.67	0.0
481	2021-04-25	18.2	12.6	24.0	0.0	0.0
482	2021-04-26	16.2	12.3	20.6	0.0	0.0
483	2021-04-27	15.4	12.5	20.0	4.0	1.7
484	2021-04-28	14.5	11.2	18.2	1.33	4.7
485	2021-04-29	14.6	10.9	20.1	4.33	3.9
486	2021-04-30	11.3	8.6	14.6	9.75	26.3
487	2021-05-01	10.2	8.5	15.3	11.67	8.0
488	2021-05-02	12.4	7.3	18.7	2.5	1.7
489	2021-05-03	14.1	8.4	20.3	0.0	0.0
490	2021-05-04	13.8	11.4	15.8	16.25	19.6
491	2021-05-05	13.9	10.3	18.4	0.5	0.1
492	2021-05-06	15.7	7.9	23.1	0.0	0.0
493	2021-05-07	14.4	10.7	17.2	1.5	8.8
494	2021-05-08	14.3	8.9	21.0	0.0	0.0
495	2021-05-09	15.7	10.0	21.8	0.0	0.0
496	2021-05-10	13.2	11.7	14.6	3.08	0.0
497	2021-05-11	18.5	9.4	25.7	0.0	0.0
498	2021-05-12	22.0	16.9	27.7	0.0	0.0
499	2021-05-13	22.9	16.6	29.6	0.0	0.0
500	2021-05-14	24.1	18.0	30.8	0.0	0.0
501	2021-05-15	22.1	20.8	26.2	14.0	15.0
502	2021-05-16	18.4	14.8	20.8	24.0	66.9
503	2021-05-17	15.3	14.2	16.7	13.83	3.1
504	2021-05-18	17.9	13.6	24.5	0.0	0.0
505	2021-05-19	19.9	12.4	26.6	0.0	0.0
506	2021-05-20	18.7	15.6	22.9	11.15	0.9
507	2021-05-21	16.0	14.2	18.2	15.17	6.9
508	2021-05-22	18.6	13.8	23.8	0.92	0.2
509	2021-05-23	19.5	14.3	25.1	0.0	0.0
510	2021-05-24	19.4	16.4	24.5	0.0	0.0
511	2021-05-25	15.3	11.9	19.3	4.58	8.3
512	2021-05-26	18.0	11.5	23.0	0.67	0.0
513	2021-05-27	15.8	13.9	18.7	5.92	8.9
514	2021-05-28	15.3	12.4	19.7	7.83	12.3
515	2021-05-29	15.4	12.8	19.1	8.42	0.3
516	2021-05-30	18.4	10.8	26.3	4.0	18.1
517	2021-05-31	19.9	16.5	23.8	2.5	4.0
518	2021-06-01	20.2	15.9	23.9	4.42	3.2
519	2021-06-02	23.2	16.6	29.7	0.0	0.0
520	2021-06-03	19.1	14.6	22.7	12.17	18.1
521	2021-06-04	18.5	13.3	23.6	0.0	0.0
522	2021-06-05	20.8	17.0	25.7	0.0	0.0
523	2021-06-06	23.0	18.4	28.2	0.0	0.0
524	2021-06-07	21.1	19.4	24.0	3.58	0.0
525	2021-06-08	23.6	18.8	29.5	0.92	0.1
526	2021-06-09	25.8	19.5	31.6	0.0	0.0
527	2021-06-10	24.9	20.5	29.8	6.67	6.1
528	2021-06-11	21.5	19.9	24.4	4.17	4.6
529	2021-06-12	24.2	18.2	30.2	0.0	0.0
530	2021-06-13	24.8	20.9	29.7	0.0	0.0
531	2021-06-14	24.8	18.9	30.2	0.0	0.0
532	2021-06-15	22.5	21.5	25.3	7.92	1.9
533	2021-06-16	24.3	20.3	28.9	0.0	0.0
534	2021-06-17	21.9	19.6	25.0	4.25	0.0
535	2021-06-18	20.0	19.0	21.4	12.0	6.3
536	2021-06-19	22.3	17.5	27.4	0.0	0.0
537	2021-06-20	22.9	17.6	29.0	0.0	0.0
538	2021-06-21	23.6	19.2	28.5	0.0	0.0
539	2021-06-22	22.8	19.7	28.6	2.08	0.0
540	2021-06-23	22.4	18.8	27.9	0.67	7.5
541	2021-06-24	23.0	18.5	28.0	0.0	0.0
542	2021-06-25	24.1	19.5	29.5	0.0	0.0
543	2021-06-26	22.8	19.9	26.7	11.42	4.5
544	2021-06-27	24.5	19.8	30.8	3.42	38.2
545	2021-06-28	23.7	21.0	29.2	1.67	0.1
546	2021-06-29	23.9	21.3	28.4	1.67	8.0
547	2021-06-30	24.3	21.0	28.8	1.35	6.0
548	2021-07-01	26.3	21.4	31.0	0.0	0.0
549	2021-07-02	27.1	23.6	31.8	0.0	0.0
550	2021-07-03	22.6	19.6	25.7	9.42	60.0
551	2021-07-04	21.4	19.8	23.1	18.33	21.4
552	2021-07-05	23.3	20.1	26.9	0.0	0.0
553	2021-07-06	25.3	21.0	30.1	0.0	0.0
554	2021-07-07	26.4	23.9	29.1	4.67	12.7
555	2021-07-08	26.0	23.8	29.8	2.0	2.9
556	2021-07-09	25.5	23.6	29.2	0.25	0.0
557	2021-07-10	25.9	23.1	29.2	2.8	0.5
558	2021-07-11	25.7	24.1	27.5	5.17	0.4
559	2021-07-12	28.1	23.8	32.5	0.0	0.0
560	2021-07-13	28.8	26.3	31.5	0.0	0.0
561	2021-07-14	29.7	26.1	33.5	0.0	0.0
562	2021-07-15	29.1	25.9	34.5	2.07	0.0
563	2021-07-16	28.8	24.2	35.2	0.0	0.0
564	2021-07-17	29.1	24.7	32.8	0.17	0.0
565	2021-07-18	29.6	25.7	34.1	0.0	0.0
566	2021-07-19	26.4	24.0	30.5	5.0	67.4
567	2021-07-20	27.9	23.6	31.8	0.83	0.0
568	2021-07-21	30.5	25.3	35.3	0.0	0.0
569	2021-07-22	31.2	26.5	35.9	0.0	0.0
570	2021-07-23	31.2	27.2	35.8	0.0	0.0
571	2021-07-24	31.7	26.9	36.5	0.0	0.0
572	2021-07-25	31.5	27.2	35.9	0.0	0.0
573	2021-07-26	31.2	27.4	35.4	0.0	0.0
574	2021-07-27	31.1	27.8	35.7	0.0	0.0
575	2021-07-28	30.4	27.1	34.7	1.33	0.0
576	2021-07-29	29.6	27.0	33.3	0.0	0.0
577	2021-07-30	30.5	25.8	35.4	0.0	0.0
578	2021-07-31	29.8	26.8	34.3	2.75	3.0
579	2021-08-01	27.1	25.1	28.8	13.42	21.0
580	2021-08-02	26.5	25.0	28.6	6.92	1.7
581	2021-08-03	28.0	24.1	31.4	0.35	0.0
582	2021-08-04	28.9	26.3	33.2	0.0	0.0
583	2021-08-05	29.4	25.6	33.7	0.0	0.0
584	2021-08-06	28.1	26.0	32.2	0.0	0.0
585	2021-08-07	28.0	23.4	32.3	0.0	0.0
586	2021-08-08	26.8	24.4	32.1	4.58	12.7
587	2021-08-09	28.3	23.3	33.6	0.0	0.0
588	2021-08-10	27.7	24.3	32.2	0.0	0.0
589	2021-08-11	27.4	24.1	31.6	1.25	0.0
590	2021-08-12	26.8	24.0	31.7	1.08	0.0
591	2021-08-13	26.6	23.4	30.1	0.0	0.0
592	2021-08-14	26.1	23.4	30.5	0.0	0.0
593	2021-08-15	26.9	21.7	32.4	0.0	0.0
594	2021-08-16	27.3	22.5	32.8	0.92	0.0
595	2021-08-17	25.9	21.9	31.3	4.67	9.3
596	2021-08-18	24.3	20.6	31.0	3.97	5.6
597	2021-08-19	26.0	21.0	31.5	0.0	0.0
598	2021-08-20	26.6	22.6	30.7	0.58	0.0
599	2021-08-21	23.8	21.0	25.5	11.33	62.8
600	2021-08-22	24.4	22.4	27.0	1.0	0.0
601	2021-08-23	22.4	21.0	24.0	11.33	7.4
602	2021-08-24	23.4	21.1	26.4	12.58	10.5
603	2021-08-25	25.0	23.5	27.3	4.25	0.3
604	2021-08-26	25.5	22.9	27.9	1.17	0.7
605	2021-08-27	22.4	20.4	25.5	10.38	0.9
606	2021-08-28	23.6	19.7	28.2	0.0	0.0
607	2021-08-29	23.7	21.9	26.3	3.17	0.9
608	2021-08-30	24.2	21.2	27.7	1.17	0.0
609	2021-08-31	20.5	18.1	23.1	16.55	77.4
610	2021-09-01	21.4	18.5	23.9	4.08	0.8
611	2021-09-02	23.5	20.7	26.7	0.0	0.0
612	2021-09-03	24.3	20.6	29.2	0.0	0.0
613	2021-09-04	23.2	18.5	28.6	0.0	0.0
614	2021-09-05	23.1	19.4	27.3	0.0	0.0
615	2021-09-06	22.3	18.0	26.4	9.17	12.0
616	2021-09-07	19.6	17.6	20.9	22.58	29.6
617	2021-09-08	22.2	19.0	26.9	6.67	1.6
618	2021-09-09	23.5	19.1	29.1	0.0	0.0
619	2021-09-10	23.6	19.5	28.9	0.0	0.0
620	2021-09-11	24.0	19.9	29.4	0.0	0.0
621	2021-09-12	24.2	19.2	29.8	0.0	0.0
622	2021-09-13	24.8	20.8	30.3	0.0	0.0
623	2021-09-14	24.6	20.0	29.5	0.0	0.0
624	2021-09-15	23.6	19.5	28.9	0.0	0.0
625	2021-09-16	22.9	18.0	27.3	0.0	0.0
626	2021-09-17	23.5	20.5	28.2	0.0	0.0
627	2021-09-18	23.9	18.9	29.8	0.0	0.0
628	2021-09-19	23.7	20.8	27.8	0.0	0.0
629	2021-09-20	23.7	19.0	28.4	0.0	0.0
630	2021-09-21	22.0	17.4	26.2	9.58	68.1
631	2021-09-22	20.2	16.8	24.3	2.0	4.5
632	2021-09-23	20.9	16.9	25.9	0.0	0.0
633	2021-09-24	21.8	16.7	26.9	0.0	0.0
634	2021-09-25	21.2	18.7	23.1	0.0	0.0
635	2021-09-26	22.6	18.4	27.3	0.0	0.0
636	2021-09-27	21.6	18.7	25.0	5.67	0.0
637	2021-09-28	21.5	19.6	24.4	9.28	1.3
638	2021-09-29	20.2	17.8	21.4	12.25	13.1
639	2021-09-30	20.3	16.0	25.9	0.0	0.0
640	2021-10-01	21.1	16.9	27.5	2.17	13.3
641	2021-10-02	20.7	16.4	26.6	0.0	0.0
642	2021-10-03	22.3	17.1	28.8	0.0	0.0
643	2021-10-04	22.9	19.2	25.6	6.17	3.6
644	2021-10-05	23.6	21.7	26.5	2.92	0.0
645	2021-10-06	18.8	17.9	21.7	11.92	6.4
646	2021-10-07	19.4	17.9	21.9	6.08	4.6
647	2021-10-08	18.8	17.5	20.0	8.58	3.5
648	2021-10-09	20.9	18.5	24.1	3.5	0.4
649	2021-10-10	19.9	14.9	24.3	13.33	14.2
650	2021-10-11	15.2	12.6	17.8	4.83	0.3
651	2021-10-12	17.9	15.8	21.3	0.0	0.0
652	2021-10-13	19.6	14.9	25.2	0.0	0.0
653	2021-10-14	19.7	17.4	23.9	0.0	0.0
654	2021-10-15	19.0	17.0	21.4	7.83	0.0
655	2021-10-16	10.7	4.2	18.1	2.17	0.0
656	2021-10-17	5.6	1.3	10.8	0.0	0.0
657	2021-10-18	9.6	2.8	16.1	4.08	5.6
658	2021-10-19	10.9	7.1	15.0	2.75	4.4
659	2021-10-20	9.5	4.6	15.8	0.0	0.0
660	2021-10-21	9.8	4.9	16.2	0.0	0.0
661	2021-10-22	10.8	5.2	17.2	0.0	0.0
662	2021-10-23	11.4	5.7	18.4	0.0	0.0
663	2021-10-24	11.4	6.0	18.1	0.0	0.0
664	2021-10-25	11.7	6.3	17.6	0.0	0.0
665	2021-10-26	13.0	7.7	19.0	0.0	0.0
666	2021-10-27	13.4	9.8	18.1	0.75	0.0
667	2021-10-28	12.7	7.1	20.0	0.0	0.0
668	2021-10-29	14.6	10.5	20.6	0.0	0.0
669	2021-10-30	13.8	11.0	18.0	0.0	0.0
670	2021-10-31	14.1	9.2	20.3	0.58	0.7
671	2021-11-01	12.9	10.3	16.9	0.0	0.0
672	2021-11-02	11.5	7.9	16.9	0.0	0.0
673	2021-11-03	12.1	7.6	17.1	0.0	0.0
674	2021-11-04	12.1	8.4	16.3	0.25	0.0
675	2021-11-05	13.0	7.8	20.2	0.0	0.0
676	2021-11-06	14.1	8.8	21.3	0.0	0.0
677	2021-11-07	15.3	9.7	21.3	0.0	0.0
678	2021-11-08	8.6	4.5	15.5	18.5	25.7
679	2021-11-09	4.9	3.0	6.5	11.08	2.0
680	2021-11-10	4.2	0.7	7.7	4.58	0.3
681	2021-11-11	5.3	2.1	9.7	0.17	0.0
682	2021-11-12	4.5	1.3	8.6	0.0	0.0
683	2021-11-13	7.3	0.5	13.4	0.0	0.0
684	2021-11-14	11.3	7.8	16.4	0.0	0.0
685	2021-11-15	10.1	5.8	15.7	0.0	0.0
686	2021-11-16	8.5	4.4	13.6	0.0	0.0
687	2021-11-17	7.5	2.7	12.5	0.0	0.0
688	2021-11-18	11.9	7.7	16.2	2.08	0.0
689	2021-11-19	12.9	10.2	16.7	0.0	0.0
690	2021-11-20	10.4	6.8	15.6	0.0	0.0
691	2021-11-21	10.4	7.6	13.1	2.92	5.9
692	2021-11-22	2.7	-0.6	7.5	2.92	1.3
693	2021-11-23	-0.6	-3.7	2.3	0.0	0.0
694	2021-11-24	4.1	-2.6	9.1	0.17	0.0
695	2021-11-25	5.7	2.6	9.9	0.0	0.0
696	2021-11-26	2.9	-0.5	7.2	0.83	0.0
697	2021-11-27	3.4	-1.4	10.1	0.0	0.0
698	2021-11-28	5.1	-1.3	12.4	0.0	0.0
699	2021-11-29	7.6	2.5	13.7	0.0	0.0
700	2021-11-30	5.7	0.7	8.9	13.75	27.2
701	2021-12-01	-1.3	-3.0	1.5	0.0	0.0
702	2021-12-02	1.3	-4.6	5.0	2.58	0.1
703	2021-12-03	1.9	-1.8	4.6	2.0	0.4
704	2021-12-04	1.4	-2.7	7.0	0.0	0.0
705	2021-12-05	2.9	-2.3	9.6	0.0	0.0
706	2021-12-06	5.4	-0.7	12.1	0.0	0.0
707	2021-12-07	6.8	2.6	13.3	0.0	0.0
708	2021-12-08	6.7	1.9	13.3	0.0	0.0
709	2021-12-09	6.5	2.7	9.7	0.0	0.0
710	2021-12-10	7.0	5.8	8.2	2.78	0.7
711	2021-12-11	6.0	4.4	9.8	0.0	0.0
712	2021-12-12	1.2	-3.8	5.1	0.0	0.0
713	2021-12-13	-2.2	-5.9	1.9	0.0	0.0
714	2021-12-14	3.7	-0.7	8.2	7.58	1.2
715	2021-12-15	7.2	5.4	10.0	4.25	2.1
716	2021-12-16	6.4	3.3	9.8	0.38	0.0
717	2021-12-17	-5.6	-10.1	3.2	0.0	0.0
718	2021-12-18	-5.7	-11.2	-1.8	4.33	2.8
719	2021-12-19	-0.8	-5.8	4.2	1.17	0.2
720	2021-12-20	5.2	-0.9	11.1	0.33	0.0
721	2021-12-21	5.2	0.8	8.9	0.0	0.0
722	2021-12-22	2.2	-2.6	8.2	0.0	0.0
723	2021-12-23	2.7	-1.5	8.3	0.0	0.0
724	2021-12-24	-0.3	-7.3	3.2	2.33	0.2
725	2021-12-25	-11.7	-14.4	-7.3	0.0	0.0
726	2021-12-26	-12.1	-15.5	-7.3	0.0	0.0
727	2021-12-27	-7.6	-12.9	-3.9	2.08	0.0
728	2021-12-28	-4.1	-8.5	-0.9	0.0	0.0
729	2021-12-29	0.4	-3.8	5.9	1.58	0.2
730	2021-12-30	-3.9	-6.8	0.2	0.5	0.0
731	2021-12-31	-6.7	-8.8	-3.9	0.0	0.0
732	2022-01-01	-4.3	-10.2	2.3	0.0	0.0
733	2022-01-02	-1.3	-5.2	3.0	4.17	0.3
734	2022-01-03	-1.9	-8.0	2.5	4.0	0.0
735	2022-01-04	-2.5	-5.6	1.0	0.92	0.0
736	2022-01-05	-2.8	-7.8	1.9	0.0	0.0
737	2022-01-06	-2.2	-5.9	3.3	0.0	0.0
738	2022-01-07	-1.6	-5.9	4.5	0.0	0.0
739	2022-01-08	0.3	-5.0	3.7	0.17	0.0
740	2022-01-09	1.3	-1.2	5.6	0.0	0.0
741	2022-01-10	0.5	-3.4	4.4	3.83	0.9
742	2022-01-11	-7.4	-10.3	0.3	1.5	0.2
743	2022-01-12	-7.7	-11.3	-3.4	0.0	0.0
744	2022-01-13	-6.4	-8.9	-3.1	0.0	0.0
745	2022-01-14	-4.8	-10.1	1.3	0.0	0.0
746	2022-01-15	-1.0	-5.3	1.8	0.92	0.0
747	2022-01-16	-2.0	-7.2	2.4	0.42	0.0
748	2022-01-17	-5.8	-9.2	0.1	4.92	0.5
749	2022-01-18	-5.6	-9.9	-0.7	0.0	0.0
750	2022-01-19	-5.3	-7.7	-2.7	7.08	1.7
751	2022-01-20	-5.0	-9.8	0.9	0.0	0.0
752	2022-01-21	-2.7	-8.7	4.6	0.0	0.0
753	2022-01-22	0.3	-5.0	7.1	0.0	0.0
754	2022-01-23	2.0	-0.6	6.7	0.0	0.0
755	2022-01-24	4.6	1.3	8.4	0.0	0.0
756	2022-01-25	2.8	1.9	4.5	11.75	0.7
757	2022-01-26	1.3	-1.9	6.8	0.0	0.0
758	2022-01-27	-1.1	-4.6	4.0	0.0	0.0
759	2022-01-28	-2.7	-5.9	2.1	0.0	0.0
760	2022-01-29	-3.6	-7.2	0.9	0.0	0.0
761	2022-01-30	-2.8	-8.0	2.4	0.0	0.0
762	2022-01-31	-0.7	-6.8	4.8	2.75	1.2
763	2022-02-01	-1.3	-2.7	0.9	4.83	1.7
764	2022-02-02	-3.4	-6.0	0.0	0.0	0.0
765	2022-02-03	-3.4	-6.9	0.4	0.0	0.0
766	2022-02-04	-5.2	-8.2	-0.7	0.67	0.0
767	2022-02-05	-6.6	-9.7	-2.0	0.0	0.0
768	2022-02-06	-3.9	-8.4	1.7	0.0	0.0
769	2022-02-07	-2.5	-7.3	1.9	0.0	0.0
770	2022-02-08	-0.1	-4.1	5.6	0.0	0.0
771	2022-02-09	1.0	-4.3	7.2	0.0	0.0
772	2022-02-10	1.4	-3.2	6.7	0.0	0.0
773	2022-02-11	2.9	-2.6	8.8	0.0	0.0
774	2022-02-12	4.8	-0.1	10.4	0.0	0.0
775	2022-02-13	4.8	1.6	9.5	0.0	0.0
776	2022-02-14	2.5	-1.3	8.1	2.42	1.7
777	2022-02-15	-4.7	-7.7	-1.3	12.17	0.0
778	2022-02-16	-7.3	-9.6	-4.1	0.33	0.0
779	2022-02-17	-6.2	-10.7	-0.5	0.0	0.0
780	2022-02-18	-1.2	-8.0	5.7	0.0	0.0
781	2022-02-19	-1.7	-6.2	3.7	2.17	0.1
782	2022-02-20	-4.8	-8.4	-0.5	0.0	0.0
783	2022-02-21	-3.0	-8.1	3.6	2.58	0.1
784	2022-02-22	-4.5	-8.0	0.5	0.0	0.0
785	2022-02-23	-5.6	-10.0	-0.6	0.0	0.0
786	2022-02-24	-2.4	-8.5	3.7	0.0	0.0
787	2022-02-25	3.0	-3.6	8.4	0.0	0.0
788	2022-02-26	5.4	1.0	9.3	3.58	1.1
789	2022-02-27	3.7	-1.6	9.1	0.0	0.0
790	2022-02-28	6.8	2.7	11.5	0.0	0.0
791	2022-03-01	5.8	0.3	9.7	7.08	2.3
792	2022-03-02	3.5	-2.3	8.8	0.0	0.0
793	2022-03-03	5.8	0.9	12.4	0.0	0.0
794	2022-03-04	6.9	0.6	14.6	0.0	0.0
795	2022-03-05	2.3	-0.7	6.7	0.0	0.0
796	2022-03-06	1.4	-3.0	6.8	0.0	0.0
797	2022-03-07	2.8	-2.7	8.7	0.0	0.0
798	2022-03-08	6.0	1.1	12.3	0.0	0.0
799	2022-03-09	7.1	1.7	14.8	0.0	0.0
800	2022-03-10	9.3	4.2	15.8	0.0	0.0
801	2022-03-11	11.2	5.1	18.4	0.0	0.0
802	2022-03-12	12.8	6.3	19.5	3.33	2.6
803	2022-03-13	11.7	10.7	12.6	12.42	42.1
804	2022-03-14	8.2	4.9	13.2	5.58	8.7
805	2022-03-15	7.2	2.3	13.3	0.0	0.0
806	2022-03-16	10.3	3.6	16.8	0.0	0.0
807	2022-03-17	10.7	7.8	15.1	5.5	1.2
808	2022-03-18	7.5	5.5	9.6	4.17	0.0
809	2022-03-19	3.4	0.9	6.1	11.58	14.6
810	2022-03-20	5.4	2.2	9.3	3.58	0.0
811	2022-03-21	5.0	-0.3	10.9	0.0	0.0
812	2022-03-22	7.1	1.1	13.6	0.0	0.0
813	2022-03-23	6.2	4.9	8.2	0.0	0.0
814	2022-03-24	8.2	3.9	12.4	0.0	0.0
815	2022-03-25	12.0	6.3	17.2	4.75	10.9
816	2022-03-26	11.8	9.5	14.7	11.08	19.8
817	2022-03-27	8.1	5.0	12.6	0.0	0.0
818	2022-03-28	8.2	1.5	15.1	0.0	0.0
819	2022-03-29	9.7	3.3	15.6	0.0	0.0
820	2022-03-30	10.8	5.9	15.7	3.25	0.4
821	2022-03-31	10.9	7.6	14.7	0.0	0.0
822	2022-04-01	9.2	4.5	14.9	0.0	0.0
823	2022-04-02	8.2	3.7	14.2	0.0	0.0
824	2022-04-03	9.6	3.5	17.0	0.0	0.0
825	2022-04-04	10.3	5.1	16.4	0.0	0.0
826	2022-04-05	10.3	4.9	15.8	0.0	0.0
827	2022-04-06	11.7	8.0	17.0	0.0	0.0
828	2022-04-07	10.9	7.4	15.7	0.0	0.0
829	2022-04-08	12.9	5.1	20.0	0.0	0.0
830	2022-04-09	17.8	12.4	24.2	1.08	0.5
831	2022-04-10	18.2	12.7	25.1	0.0	0.0
832	2022-04-11	19.6	13.4	26.6	0.0	0.0
833	2022-04-12	19.3	15.9	26.4	4.0	0.5
834	2022-04-13	13.1	12.0	15.9	5.5	1.3
835	2022-04-14	13.2	11.4	15.3	0.0	0.0
836	2022-04-15	13.3	7.5	19.3	0.0	0.0
837	2022-04-16	13.2	7.1	20.2	0.0	0.0
838	2022-04-17	14.0	7.2	21.9	0.0	0.0
839	2022-04-18	15.2	11.4	21.6	0.0	0.0
840	2022-04-19	15.2	8.9	22.1	0.0	0.0
841	2022-04-20	15.7	9.7	22.1	0.0	0.0
842	2022-04-21	16.3	9.6	22.7	0.0	0.0
843	2022-04-22	15.0	13.2	16.8	0.0	0.0
844	2022-04-23	17.7	10.4	25.3	0.0	0.0
845	2022-04-24	18.5	15.0	24.5	4.75	0.3
846	2022-04-25	20.0	17.0	23.6	11.25	1.3
847	2022-04-26	21.9	17.0	28.7	4.83	1.0
848	2022-04-27	17.7	12.6	23.9	0.0	0.0
849	2022-04-28	18.2	11.6	25.9	0.25	0.0
850	2022-04-29	13.4	10.7	16.5	9.75	15.5
851	2022-04-30	13.0	10.5	17.8	0.0	0.0
852	2022-05-01	13.4	7.9	19.2	0.0	0.0
853	2022-05-02	14.2	9.1	19.4	0.0	0.0
854	2022-05-03	14.8	9.1	20.8	0.0	0.0
855	2022-05-04	17.8	10.0	25.2	0.0	0.0
856	2022-05-05	18.9	12.5	25.8	0.0	0.0
857	2022-05-06	19.6	13.7	25.6	0.0	0.0
858	2022-05-07	18.4	15.3	23.1	3.92	0.5
859	2022-05-08	15.3	11.7	18.2	5.58	2.0
860	2022-05-09	17.9	11.0	25.3	0.0	0.0
861	2022-05-10	19.9	13.6	26.3	1.33	0.0
862	2022-05-11	19.7	16.6	25.2	0.92	0.0
863	2022-05-12	20.9	14.1	28.1	0.0	0.0
864	2022-05-13	19.4	15.0	25.2	0.0	0.0
865	2022-05-14	15.7	11.9	20.0	0.0	0.0
866	2022-05-15	16.2	10.5	22.4	0.0	0.0
867	2022-05-16	17.3	10.9	23.7	0.0	0.0
868	2022-05-17	20.0	13.0	27.4	0.0	0.0
869	2022-05-18	20.0	15.7	25.4	2.33	1.5
870	2022-05-19	19.9	16.1	24.2	0.0	0.0
871	2022-05-20	20.6	15.6	25.8	0.0	0.0
872	2022-05-21	20.1	16.1	26.0	0.0	0.0
873	2022-05-22	20.3	15.7	25.8	0.0	0.0
874	2022-05-23	23.0	17.8	30.7	0.0	0.0
875	2022-05-24	22.9	16.7	30.2	0.0	0.0
876	2022-05-25	21.0	16.7	26.7	4.92	3.5
877	2022-05-26	18.7	14.1	23.5	0.75	0.0
878	2022-05-27	20.0	16.0	25.6	0.17	0.0
879	2022-05-28	22.3	15.0	29.3	0.0	0.0
880	2022-05-29	23.1	19.3	29.7	0.0	0.0
881	2022-05-30	20.8	17.2	24.7	1.08	0.0
882	2022-05-31	20.7	14.2	27.2	0.0	0.0
883	2022-06-01	22.1	16.2	28.6	0.0	0.0
884	2022-06-02	21.5	17.1	26.9	0.0	0.0
885	2022-06-03	24.5	18.7	32.6	0.0	0.0
886	2022-06-04	25.6	20.3	29.7	0.0	0.0
887	2022-06-05	22.7	20.2	27.0	1.58	0.0
888	2022-06-06	19.7	16.7	24.5	8.0	4.3
889	2022-06-07	20.6	15.1	25.1	0.67	0.0
890	2022-06-08	21.2	16.2	25.8	0.0	0.0
891	2022-06-09	20.9	18.5	24.5	4.33	2.6
892	2022-06-10	20.9	17.2	26.6	2.67	1.2
893	2022-06-11	24.6	17.7	32.7	0.0	0.0
894	2022-06-12	24.6	18.9	31.5	0.0	0.0
895	2022-06-13	23.6	19.6	29.2	3.83	18.0
896	2022-06-14	21.5	17.7	27.1	1.67	0.0
897	2022-06-15	17.5	14.9	20.1	17.58	18.5
898	2022-06-16	20.3	17.6	24.8	4.33	0.7
899	2022-06-17	22.5	16.5	28.1	0.0	0.0
900	2022-06-18	23.3	22.0	25.1	0.25	0.0
901	2022-06-19	23.4	22.3	25.1	0.0	0.0
902	2022-06-20	25.2	22.0	29.0	0.0	0.0
903	2022-06-21	26.5	21.2	32.6	0.0	0.0
904	2022-06-22	25.9	21.9	31.0	0.0	0.0
905	2022-06-23	24.3	23.3	26.4	13.5	103.0
906	2022-06-24	22.6	20.6	24.9	6.83	19.1
907	2022-06-25	26.0	21.5	30.5	0.0	0.0
908	2022-06-26	26.5	24.8	28.1	0.0	0.0
909	2022-06-27	26.8	25.4	28.1	14.25	6.1
910	2022-06-28	26.9	25.7	27.9	14.08	6.3
911	2022-06-29	25.1	24.4	26.1	20.75	37.8
912	2022-06-30	22.3	21.2	24.5	22.83	176.2
913	2022-07-01	26.6	21.9	30.9	0.0	0.0
914	2022-07-02	28.8	24.0	33.8	0.0	0.0
915	2022-07-03	29.3	24.4	34.2	0.0	0.0
916	2022-07-04	29.3	26.4	32.6	0.83	0.0
917	2022-07-05	29.2	26.7	33.1	1.42	0.0
918	2022-07-06	29.5	26.2	33.3	2.5	16.1
919	2022-07-07	28.2	26.4	31.0	3.67	0.0
920	2022-07-08	25.8	24.0	27.9	6.25	1.7
921	2022-07-09	26.9	24.0	30.9	6.0	0.1
922	2022-07-10	29.2	24.6	35.1	0.42	0.0
923	2022-07-11	27.0	24.7	30.6	2.5	9.0
924	2022-07-12	26.8	23.2	29.4	0.0	0.0
925	2022-07-13	25.0	24.0	27.1	19.98	114.5
926	2022-07-14	25.7	23.3	29.9	5.92	0.9
927	2022-07-15	26.0	23.0	30.3	0.0	0.0
928	2022-07-16	24.8	23.2	28.2	4.08	34.0
929	2022-07-17	25.5	22.5	29.7	1.5	0.0
930	2022-07-18	26.8	23.1	30.1	0.0	0.0
931	2022-07-19	27.4	24.3	31.1	0.0	0.0
932	2022-07-20	27.1	24.3	30.4	3.83	1.1
933	2022-07-21	23.2	20.8	25.2	10.83	10.4
934	2022-07-22	25.1	22.9	27.5	1.75	5.2
935	2022-07-23	24.8	22.3	28.0	8.58	9.9
936	2022-07-24	25.0	22.0	28.4	3.67	1.2
937	2022-07-25	27.5	23.6	32.0	0.0	0.0
938	2022-07-26	28.9	24.4	33.1	0.0	0.0
939	2022-07-27	29.3	26.4	33.4	0.0	0.0
940	2022-07-28	29.7	25.1	34.4	0.0	0.0
941	2022-07-29	30.7	27.3	34.3	0.0	0.0
942	2022-07-30	30.9	27.3	36.1	2.33	1.0
943	2022-07-31	27.2	25.4	29.0	15.75	47.2
944	2022-08-01	28.6	25.4	32.4	14.83	30.0
945	2022-08-02	26.8	25.5	28.5	18.58	33.5
946	2022-08-03	27.1	25.2	30.0	13.25	51.1
947	2022-08-04	28.9	26.0	32.9	0.42	0.0
948	2022-08-05	29.4	27.0	32.7	0.5	0.0
949	2022-08-06	28.7	27.4	30.3	1.67	13.6
950	2022-08-07	28.9	27.2	31.7	3.33	0.9
